gene_symbol,gs_name,source,description
Dnajc5,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Heatr6,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Snapin,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Zfp276,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mfsd10,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mcm3ap,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mxd1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Srr,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Hars,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Zmat2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cct3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Glmp,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Kpnb1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Gramd3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Chordc1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rtcb,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ift46,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Unc119,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rab34,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sf3a1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dhrs1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Snx9,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Braf,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ndufb2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ccdc97,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cse1l,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Jag2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Atg4d,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Chaf1a,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Nab1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Klf4,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sh3gl1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dvl3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Abcf3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Atp8b3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Supt5,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Med29,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pex19,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Taf6l,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Kif20a,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Stat3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cwc15,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Emg1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Utp20,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Chn2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Slbp,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dlst,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Hnrnpa2b,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Prlr,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ubqln1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Celf1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ctr9,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ranbp1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Apc,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Nr2c1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pex1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Itgae,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tpr,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Bc003331,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Kptn,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Apbb3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Med8,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cdc42,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tph2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sulf2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ezh1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ctnnb1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Vwa7,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Hspa1l,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pole,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mark3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
0610009b,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
4930432k,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
1700109h,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ubc,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Adam21,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Nfib,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rps15a,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Gabpa,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dynll1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ube2g2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cbx5,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tex11,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pou6f1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Nuak2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rps25,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
2610507b,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ifi35,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Nedd8,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Gosr1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tsacc,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rbm25,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Brf1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Thg1l,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rpl15,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ttll5,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tmem175,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Timm23,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Prdm15,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cacybp,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cluap1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Zswim7,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ndufa2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Hps5,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Map3k4,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mrps25,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tbp,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Msh3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tmem208,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Gorasp2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ddx19a,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Slc25a13,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Unkl,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Casd1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cnksr3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Serac1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
